,index,english,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_polish
210887,1299275,Oh no!,"Oh, no!",Oh no!,"Oh, my God! Oh, my God! Oh, my God! Oh, my God!","Oh, no!"
210992,1300736,Follow that car.,"Follow that car, follow that car, follow that car.","Follow that car, follow that car, follow that car, follow that car, follow that car, follow that car, follow that car, follow that car. Follow that car. Follow that car.",Follow that car.,Follow this car. Follow this car.
211002,1300804,I was at home.,I was at home.,I was at home. I was at home. I was at home.,I was at home.,I was home.
211013,1300904,"She has about 2,000 books.","She's got about 2,000 books.","She's got about 2,000 books. She's got about 2,000 books. She's got about 2,000 books. She's got about 2,000 books.","She has about 2,000 books.","He's got about 2,000 books."
211377,1308427,Is it far?,Is it far?,Is it far? Is it far?,Is it far?,Is it far?
212376,1327057,Seriously?,Seriously?,Seriously?,Are you serious?,Really?
212604,1331062,I like horses.,I love horses.,I like horses. I like horses.,I like horses.,I like horses.
213429,1342184,Disgusting!,Gross!,"Disgusting, disgusting, disgusting, disgusting, disgusting, disgusting, disgusting, disgusting, disgusting, disgusting, disgusting, disgusting, disgusting, disgusting, disgusting, disgusting, disgusting, disgusting, disgusting, disgusting, disgusting, disgusting, disgusting, disgusting, disgusting, disgusting, disgusting, disgusting!",You're disgusting!,Disgusting!
213650,1343997,Why do you love me?,Why do you love me?,"Why do you love me? "" Why do you love me? "" Why do you love me?",Why do you love me? Why do you love me? Why do you love me?,Why do you love me?
214904,1359933,As you wish.,Suit yourself.,Suit yourself. Suit yourself. Suit yourself. Suit yourself. Suit yourself as you wish. Suit yourself. Suit yourself as you wish. Suit yourself as you wish. Suit yourself as you wish. Suit yourself as you wish. Suit yourself as you wish.,Thank you.,Suit yourself.
215478,1369314,I have just finished eating.,I just finished eating. I just finished eating. I just finished eating.,I just finished eating.,I've just finished eating.,I just finished eating.
215598,1370839,I want to eat ice cream.,I want ice cream.,I want to eat ice cream. I want to eat ice cream.,I want ice cream. I want ice cream. I want ice cream.,I want an ice cream.
215735,1383444,He's a DJ.,He's a DJ.,He's a DJ. He's a DJ.,He's a DJ.,He's a DJ.
215944,1387288,What are you waiting for?,What are you waiting for?,- What are you waiting for? -What are you waiting for? -What are you waiting for? -What are you waiting for? -What are you waiting for? -What are you waiting for? -What are you waiting for?,What are you waiting for?,What are you waiting for?
216431,1394814,Hold the ball with both hands.,Grab the ball with two hands.,Hold the ball with both hands. • Hold the ball with both hands. • Hold the ball with both hands. • Hold the ball with both hands. • Hold the ball with both hands. • Hold the ball with both hands. • Hold the ball with both hands. • Hold the ball with both hands. • Hold the ball with both hands. • Hold the ball with both hands. • Hold the ball with both hands. • Hold the ball with both hands. • Hold the ball with both hands. • Hold the ball with both hands. • Hold the ball with both hands. • Hold the ball with both hands. • Hold the ball with both hands. • Hold the ball with both hands. • Hold the ball with both hands. • Hold the ball with both hands. • Hold the ball with both hands. • Hold the ball with both hands. • Hold the ball with both hands. • Hold the ball with both hands.,Hold that ball with both hands.,Hold the ball with both hands.
216537,1396177,I'm afraid of dogs.,I'm afraid of dogs.,I'm afraid of dogs. I'm afraid of dogs.,I'm afraid of dogs.,I'm scared of dogs.
216548,1396235,She wants to know who sent the flowers.,She wants to know who sent the flowers.,She wants to know who sent her the flowers.,She wants to know who sent the flowers.,She wants to know who sent the flowers.
216560,1396333,It's already eleven.,It's eleven o'clock already.,It's already 11:00. It's already 11:00.,It's eleven o'clock.,It's 11 o'clock.
216601,1396428,You look just like your older brother.,You look just like your big brother.,You look just like your older brother.,"You look just like your brother. Aha, you look just like your brother.",You look just like your big brother.
216827,1399479,Burj Khalifa is currently the tallest skyscraper in the world.,Borgia is now the highest skyscraper in the world.,The Burj Khalifa is currently the highest skyscraper in the world.,Bruju Harafa is now the tallest skyscraper in the world.,Burj Khalifa is now the tallest skyscraper in the world.
217712,1417464,Are you coming?,Are you coming?,Are you coming? Are you coming? Are you coming? Are you coming? Are you coming? Are you coming?,You coming?,Are you coming?
218072,1423299,"In Japan, the new school year begins in April.","In Japan, the new school year begins in April.","In Japan, the new school year begins in April.","In Japan, the new school year begins in April. In Japan, the new term begins in April. In Japan, the new school year starts in April.","In Japan, the school year starts in April."
218529,1435651,It rained.,It was raining.,It rained. It rained.,It's raining.,It was raining.
219095,1442219,She disappeared.,She's gone.,She disappeared. She disappeared. She disappeared.,She disappeared.,She's gone.
219405,1446280,He also speaks French.,"He speaks French, too.",He also speaks French.,He can also speak French.,He speaks French too.
219409,1446444,Something happened.,Something's happened.,Something's happened.,Something happened.,Something's happened.
220201,1458036,Today is Wednesday.,It's Wednesday.,Today is Wednesday.,Today is Wednesday.,Today's Wednesday. Today's Wednesday.
221956,1486456,Be patient.,Patience! Be patient. Be patient.,Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient. • Be patient.,Be patient.,"Be patient, be patient, be patient."
222335,1488808,Tom was crying.,Tom was whimpering.,Tom was screaming. Tom was crying. Tom was crying.,Tom was crying.,Thomas was crying. Tom was crying.
223223,1495917,Eat slowly.,Eat slowly.,Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly. • Eat slowly.,Eat slowly.,Eat slowly.
225703,1531064,Tom nodded.,Tom nodded his head.,Tom nodded with the boss. Tom nodded with the boss.,Tom didn't.,Tom nodded.
227491,1553393,Step back.,Step back.,"Step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back, step back.",Stand back.,Step back.
227624,1553532,Call me.,Call me.,Call me. Call me. Call me.,Please call me.,Call me.
227821,1556167,We know.,We know.,We know it. We know it. We know it. We know it.,We know. &lt;i&gt;We know. &lt;i&gt;We know.,We know.
231006,1627336,Welcome back.,Welcome back!,Welcome back. Welcome back. Welcome back. Welcome back.,Welcome back. Welcome back.,Welcome back.
233097,1660856,Tom is taking a shower.,Tom's taking a shower.,Tom is taking a shower.,Tom is taking a shower.,Tom is taking a shower.
236777,1722133,Relax.,Calm down.,Relax. Relax. Relax. Relax.,Make yourself at home.,Relax.
237610,1730009,Call home!,Call home!,Call home! Call home! Call home!,Call home!,Call home.
237953,1738962,Stop reading.,Stop reading.,"Stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading. Stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading, stop reading,",Stop reading.,Stop reading.
242693,1802121,Speak!,"Speak, speak, speak!","Speak, speak, speak!",Talk to me!,Tell me!
242828,1804273,Look!,Look!,"Look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look, look.",I'm going to have to take care of it.,Look!
243443,1815066,Keep reading.,Keep reading.,Continue reading. □ Continue reading. □ Continue reading. □ Continue reading. □ Reading. □ Reading. □ Reading. □ Reading. □ Reading. □ Reading. □ Reading. □ Reading. □ Reading. □ Reading. □ Reading. □ Reading. □ Reading. □ Reading. □ Reading. □ Reading. □ Reading. □ Reading. □ Reading. □ Reading. □ Reading. □ Reading. □ Reading. □ Reading. □ Reading.,Keep reading.,"Keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading, keep reading,"
