,index,english,translated_from_chinese,translated_from_dutch,translated_from_finnish,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_polish,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
184160,990384,Grammar is very complicated.,Syntax is very complex.,Grammar is very complicated.,Grammar is really complicated.,Grammar is a very difficult thing.,Grammar is very complicated.,The grammar is very complicated.,The grammar is very complicated.,Grammar is very complicated.,Grammar is very complicated.,Grammaticals are very complicated.,Grammar is very complicated.,Grammar is very complicated.,Grammar is very difficult.
184235,993268,He died recently.,He recently passed away.,He died recently.,He died recently.,He recently died.,He died recently.,He passed away recently.,He died recently.,He died recently.,He died recently.,He just died.,He died recently.,He died recently.,He died recently.
184422,997880,I don't drink coffee.,I don't drink coffee.,I don't drink coffee.,I don't drink coffee.,I don't drink coffee.,I don't drink coffee.,I don't drink coffee.,I don't drink coffee.,I don't drink coffee.,I don't drink coffee.,I don't drink coffee.,I don't drink coffee.,I don't drink coffee.,I don't drink coffee.
186298,1024679,Tom isn't stupid.,Tom's not stupid.,Tom's not stupid.,Tom's not stupid.,Tom is not stupid.,Tom isn't stupid.,Tom's not stupid.,Tom isn't stupid.,Tom is not stupid.,Tom isn't stupid.,Tom isn't stupid.,Tom's not stupid.,Tom isn't stupid.,Tom isn't stupid.
186312,1024693,Tom isn't here.,Tom's not here.,Tom's not here.,Tom's not here.,Tom's not here.,Tom isn't here.,Tom's not here.,Tom isn't here.,Tom isn't here.,Tom's not here.,Tom isn't here.,Tom's not here.,Tom isn't here.,Tom isn't here.
187666,1026051,Tom doesn't like cats.,Tom doesn't like cats.,Tom doesn't like cats.,Tom doesn't like cats.,Tom doesn't like cats.,Tom doesn't like cats.,Tom doesn't like cats.,Tom doesn't like cats.,Tom doesn't like cats.,Tom doesn't like cats.,Tom doesn't like cats.,Tom doesn't like cats.,Tom doesn't like cats.,Tom doesn't like cats.
188288,1026675,Tom closed his eyes.,Tom closed his eyes.,Tom closed his eyes.,Tom closed his eyes.,Tom closed his eyes.,Tom closed his eyes.,Tom closed his eyes.,Tom closed his eyes.,Tom closed his eyes.,Tom closed his eyes.,Tom closed his eyes.,Tom closed his eyes.,Tom closed his eyes.,Tom closed his eyes.
188621,1027009,Tom blushed.,Tom's blushing.,Tom was blushing.,Tom blushed.,Tom blushed.,Tom turned red.,Tom's blushing.,Tom is blushed.,Tom turned red.,Tom blushed.,Tom blushed.,Tom blushed.,Tom blushed.,Tom blushed.
190239,1028631,Tom hugged Mary.,Tom hugged Mary.,Tom embraced Maria.,Tom hugged Maria.,Tom hugged Mary.,Tom hugged Mary.,Tom hugged Mary.,Tom hugged Mary.,Tom hugged Mary.,Tom hugged Mary.,Tom hugged Mary.,Tom hugged Mary.,Tom hugged Mary.,Tom hugged Mary.
193352,1064331,It wasn't my fault.,It wasn't my fault.,It wasn't my fault.,It wasn't my fault.,It wasn't my fault.,It wasn't my fault.,It wasn't my fault.,It wasn't my fault.,It wasn't my fault.,It wasn't my fault.,It wasn't my fault.,It wasn't my fault.,It wasn't my fault.,It wasn't my fault.
193634,1071653,Eat your soup before it gets cold.,Drink it before it's cold.,Eat your soup before it gets cold.,Eat your soup before it gets cold.,Eat your soup before it cools.,Eat your soup before it gets cold.,Eat your soup before it gets cold.,Eat your soup before it gets cold.,Drink the soup before it gets cold.,Eat your soup before it gets cold.,Eat your soup before it gets cold.,Have the soup before it gets cold.,Eat your soup before it gets cold.,Eat your soup before it gets cold.
193744,1075501,May I put it here?,Can I put it here?,Can I put it here?,Can I put it here?,May I put it here?,Can I put it here?,Can I put it here?,Can I put it here?,Can I leave it here?,Can I put this here?,Can I put it here?,Can I put it here?,Can I put it here?,May I put it here?
193745,1075502,We should always obey laws.,We must always abide by the law.,We must always obey the laws.,We should always obey the laws.,We must always obey the laws.,We should always abide by the laws.,We must always obey the law.,We should always obey the laws.,We must always keep the law.,We should always abide by the law.,We must always abide by the law.,We should always abide by the law.,We must always obey the law.,We must always obey the laws.
194256,1084522,I can't drink milk.,I can't drink milk.,I can't drink milk.,I can't drink milk.,I can't drink milk.,I can't handle milk.,I can't drink milk.,I can't drink milk.,I can't drink milk.,I can't drink milk.,I can't drink milk.,I can't drink milk.,I can't drink milk.,I can't drink milk.
196963,1094582,Tom disappeared.,Tom's gone.,Tom's gone.,Tom's gone.,Tom's missing.,Tom has disappeared.,Tom's gone.,Tom is missing.,Tom went missing.,Tom's gone.,Tom is missing.,Tom's gone.,Tom has disappeared.,Tom disappeared.
199055,1098659,Read this.,Read this.,Read this.,Read this.,Read this.,Read this.,Read it.,Read this.,Read this.,Read this.,Read it.,Read this.,Read this.,Read this.
199703,1107280,The cat is black.,Cats are black.,The cat is black.,The cat's black.,The cat's black.,The cat is black.,The cat is black.,The cat is black.,Cats are black.,The cat's black.,The cat is black.,The cat is black.,The cat is black.,The cat is black.
200020,1110791,I'm afraid of heights.,I'm afraid of heights.,I'm afraid of heights.,I'm afraid of heights.,I'm dizzy.,I suffer from acrophobia.,I'm afraid of heights.,I'm dizzy.,I don't like heights.,I'm afraid of heights.,I'm afraid of heights.,I'm afraid of heights.,I'm afraid of heights.,I'm afraid of heights.
200054,1111548,Hop in.,Jump in.,Get in.,Get in.,Get in.,Come on!,Jump in!,Hop in.,Get in.,Hop in.,Hop in.,Get inside.,Get in.,Jump in.
200089,1111838,I shouldn't be laughing.,I shouldn't laugh.,I shouldn't be laughing.,I'm not supposed to laugh.,I shouldn't laugh.,I shouldn't laugh.,I shouldn't have laughed.,I shouldn't laugh.,Don't laugh.,I shouldn't have laughed.,I shouldn't have laughed.,I shouldn't be laughing.,I shouldn't be laughing.,I shouldn't laugh.
200881,1122514,I'm a woman.,I'm a woman.,I'm a woman.,I'm a woman.,I'm a woman.,I'm a woman.,I'm a woman.,I'm a woman.,I'm a woman.,I'm a woman.,I'm a woman.,I'm a woman.,I'm a woman.,I'm a woman.
201009,1123763,Is she Japanese?,Is she Japanese?,Is she Japanese?,Is he Japanese?,Is she Japanese?,Is she Japanese?,Is she Japanese?,Is it Japanese?,Are you Japanese?,Is she Japanese?,Is she Japanese?,Is she Japanese?,Is he Japanese?,Is she Japanese?
201363,1126684,Help me!,Help!,Help me.,Help me!,Help me!,Help me!,Help!,Help me!,Help!,Help me!,Help me!,Help me!,Help!,Help me!
203216,1151779,Today is Thursday.,It's Thursday.,Today's Thursday.,It's Thursday.,It's Thursday.,It's Thursday.,It's Thursday.,Today is Thursday.,It's Thursday today.,Today's Thursday.,It's Thursday.,Today is Thursday.,It's Thursday.,It's Thursday today.
203271,1152188,She is stubborn.,She's stubborn.,She's stubborn.,He's stubborn.,She's obstinate.,She's a stubborn one.,She's stubborn.,She's stubborn.,She's stubborn.,She's stubborn.,She's stubborn.,She's a stubborn person.,He's stubborn.,She's stubborn.
204054,1164341,Tom overslept.,Tom overslept.,Tom overslept.,Tom overslept.,Tom woke up too late.,Tom slept over.,Tom fell asleep.,Tom slept too much.,Tom overslept.,Tom fell asleep.,Tom slept.,Tom fell asleep.,Tom fell asleep.,Tom overslept.
206235,1194034,I'm not a doctor.,I'm not a doctor.,I'm not a doctor.,I'm not a doctor.,I'm not a doctor.,I'm not a doctor.,I'm not a doctor.,I'm not a doctor.,I'm not a doctor.,I'm not a doctor.,I'm not a doctor.,I'm not a doctor.,I'm not a doctor.,I'm not a doctor.
206742,1205289,Welcome to Tatoeba!,Welcome to Tatoeba.,Welcome to Tatoeba.,Welcome to Tatoeba!,Welcome to Tatoeba's.,Welcome to Tatoeba.,Welcome to Tatua!,Welcome to Tatoeba.,Welcome to the Tatoeba Project website.,Welcome to Tatoeba!,Welcome to Tatoeba.,Welcome to Tatoeba.,Welcome to Tatoeba.,Welcome to Tatoeba!
207737,1222816,Horses are animals.,Horses are animals.,Horses are animals.,Horses are animals.,Horses are animals.,Horses are animals.,Horses are animals.,Horses are animals.,Horses are animals.,Horses are animals.,Horses are animals.,Horses are animals.,Horses are animals.,Horses are animals.
208824,1241198,Give it to me.,Give it to me!,Give it to me.,Give it to me.,Give it to me.,Give it to me.,Give me that.,Give it to me.,Give it to me.,Give it to me.,Give me that.,Give it to me.,Give it to me.,Give me that.
209573,1258802,Why did she do that?,Why would she do something like that?,Why did she do that?,Why would he do that?,Why did she do that?,Why did she do that?,Why would she do that?,Why did you do that?,Why did she do that?,Why would she do that?,Why would she do that?,Why did you do that?,Why did he do that?,Why did she do it?
209642,1260118,He's in the kitchen.,He's in the kitchen.,He's in the kitchen.,He's in the kitchen.,He's in the kitchen.,He's in the kitchen.,He's in the kitchen.,He's in the kitchen.,He's in the kitchen.,He's in the kitchen.,He's in the kitchen.,He's in the kitchen.,He is in the kitchen.,It's in the kitchen.
210112,1276135,This bird can't fly.,This bird can't fly.,This bird can't fly.,This bird can't fly.,This bird can't fly.,This bird can't fly.,This bird can't fly.,This bird can't fly.,This bird can't fly.,That bird can't fly.,This bird can't fly.,This bird can't fly.,This bird can't fly.,This bird can't fly.
210140,1276904,I have already finished reading this book.,I've read the book.,I've already finished this book.,I've already finished reading this book.,I've already finished reading this book.,I've already finished reading this book.,I've finished reading this book.,I've already finished reading this book.,I have already finished reading this book.,I'm done reading that book.,I've already finished reading this book.,I'm done reading this book.,I've already finished reading this book.,I've already finished reading this book.
210311,1283955,That's a lie!,That's a lie.,What a lie!,Don't lie to me!,That's a lie!,That's a lie!,That's a lie!,That's a lie!,No!,That's a lie!,That's a lie!,That's a lie!,That's a lie!,That's a lie!
210362,1285500,The apple doesn't fall far from the tree.,Apples don't fall far from the trunk.,The apple doesn't fall far from the tree.,An apple doesn't fall far from a tree.,The fruit never falls far from the tree.,The apple doesn't fall far from the trunk.,"Like father, like son.",The apple doesn't fall far from the tree.,I'm going to have to take care of it.,The apple doesn't fall far from the tree.,The apple doesn't fall far from the tree.,The apple doesn't fall far from the tree.,The apple falls to the bottom of the branch.,The apple does not fall far from the tree.
210564,1292208,Don't wait.,Don't wait!,Don't wait.,Don't wait.,Don't wait!,Don't wait!,Don't wait up.,Don't wait!,Don't wait.,Don't wait up.,Don't wait.,Don't wait!,Don't wait.,Don't wait.
210887,1299275,Oh no!,No way.,"Oh, no!","Oh, no!","Oh, no!","Oh, no!","Oh, no!",Oh no!,"Oh, my God!","Oh, no!",Nay!,"Oh, no!",Oh no!,"Oh, no!"
210992,1300736,Follow that car.,Follow that car.,Follow that car.,Follow that car.,Follow that car.,Follow this car.,Follow that vehicle.,Follow that car.,Follow that car.,Follow that car.,Follow that car.,Follow that car.,Follow that car.,Follow that car.
211002,1300804,I was at home.,I was just home.,I was home.,I was home.,I was at home.,I was home.,I was at home.,I was home.,I was at home.,I was home.,I was home.,I was home.,I was at home.,I was home.
211013,1300904,"She has about 2,000 books.","She has about 2,000 books.","She's got about 2,000 books.","He's got about 2,000 books.","She's got about 2,000 pounds.",She has about two thousand books.,"She's got about 2,000 books.","He's got about 2,000 books.","She has about 2,000 books.","He's got about 2,000 books.","She has about 2,000 books.","She has about 2,000 books.","He has about 2,000 books.","She has about 2,000 books."
211377,1308427,Is it far?,Is it far?,Is that far?,Is it far?,Is it far away?,Is that far?,Is it far?,Is it far?,Is it far?,Is it far?,Is it far?,Is it far?,Is it far?,Is it far?
212376,1327057,Seriously?,Seriously?,Really?,Really?,Is this serious?,Really?,Seriously?,Seriously?,Really?,Really?,Really?,Really?,Really?,Seriously?
212604,1331062,I like horses.,I like horses.,I like horses.,I like horses.,I like horses.,I like horses.,I like horses.,I like horses.,I like horses.,I like horses.,I love horses.,I like horses.,I like horses.,I like horses.
213429,1342184,Disgusting!,Disgusting!,Disgusting!,That's disgusting!,Gross!,Gross!,Gross!,That's disgusting.,You're disgusting!,Disgusting!,That's disgusting!,Gross!,Gross.,Disgusting!
213650,1343997,Why do you love me?,Why do you like me?,Why do you love me?,Why do you love me?,Why do you love me?,Why do you love me?,Why do you love me?,Why do you love me?,Why do you love me?,Why do you love me?,Why do you love me?,Why do you love me?,Why do you love me?,Why do you love me?
214904,1359933,As you wish.,It's up to you.,As you wish!,As you wish.,Whatever you say.,Suit yourself.,Suit yourself.,Whatever.,Thank you.,Suit yourself.,Suit yourself.,As you wish.,As you wish!,As you wish.
215478,1369314,I have just finished eating.,I just finished.,I just ate.,I've just finished eating.,I just finished eating.,I just finished eating.,I just finished eating.,I just finished eating.,I've just finished eating.,I just finished eating.,I just finished eating.,I just finished eating.,I just finished dinner.,I just finished eating.
